customer.customerid,customer.number,customer.contract,customer.paperlessbilling,customer.paymentmethod,customer.gender,customer.seniorcitizen,customer.partner,customer.dependents,customer.internetservice,customer.onlinesecurity,customer.onlinebackup,customer.deviceprotection,customer.techsupport,customer.streamingtv,customer.streamingmovies,customer.tenure,customer.phoneservice,customer.multiplelines
7075-OOYNV,763728824,Two Year,Yes,Electronic check,Female,0,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,72,Yes,Yes
0702-GHBGU,763302840,Month-to-Month,Yes,Electronic check,Male,0,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,64,Yes,Yes
2872-KQTJF,767923134,Two Year,No,Bank transfer (automatic),Male,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,17,Yes,Yes
8523-NRVGU,764253120,One Year,No,Mailed check,Female,0,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,48,Yes,Yes
6400-YPNWU,761664449,Two Year,No,Electronic check,Female,0,Yes,Yes,DSL,No,No,No,Yes,Yes,No,9,No,No phone service
2238-BYPIB,769299393,Month-to-Month,No,Credit card (automatic),Male,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,Yes,No
7698-PHGFK,763335625,Two Year,Yes,Bank transfer (automatic),Male,0,Yes,Yes,DSL,Yes,No,Yes,No,No,No,10,No,No phone service
9567-XBMZL,762090446,Two Year,Yes,Mailed check,Male,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24,Yes,No
5522-GLPOT,762647502,Two Year,No,Electronic check,Female,0,No,No,DSL,No,No,No,Yes,Yes,No,45,No,No phone service
4054-VDPPF,767005651,Month-to-Month,No,Electronic check,Male,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,43,Yes,No
8157-CMKDY,767792087,Two Year,Yes,Credit card (automatic),Male,0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,61,No,No phone service
4953-PRIXD,763728855,One Year,No,Credit card (automatic),Female,0,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,63,No,No phone service
9292-REQIS,768578524,Two Year,Yes,Bank transfer (automatic),Female,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,54,Yes,Yes
3124-JHHJG,768087004,Two Year,Yes,Credit card (automatic),Male,0,No,No,DSL,Yes,Yes,No,Yes,No,No,41,No,No phone service
1102-RIFRF,768250844,One Year,No,Electronic check,Male,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,51,Yes,No
0813-WUWSV,761730035,One Year,Yes,Credit card (automatic),Female,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,38,Yes,No
1110-KGKGQ,762909698,One Year,Yes,Bank transfer (automatic),Male,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21,Yes,No
4958-DQWLF,768873475,Two Year,No,Electronic check,Male,0,No,No,DSL,No,Yes,Yes,Yes,Yes,No,1,Yes,No
4635-OIYTE,763106307,One Year,Yes,Credit card (automatic),Male,0,No,Yes,DSL,Yes,No,No,Yes,No,Yes,61,No,No phone service
1371-HJUXY,766481413,Two Year,Yes,Mailed check,Female,0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,14,Yes,No
7781-UIJZZ,766186511,Month-to-Month,Yes,Mailed check,Male,0,Yes,No,DSL,No,Yes,No,Yes,No,No,51,Yes,Yes
8330-TGKAK,764285968,Month-to-Month,No,Credit card (automatic),Female,0,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,47,No,No phone service
9369-JZLBK,760747028,One Year,No,Bank transfer (automatic),Male,0,Yes,No,DSL,Yes,No,No,No,No,No,44,No,No phone service
7491-YGPSG,763073560,One Year,Yes,Credit card (automatic),Female,0,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,No,35,No,No phone service
7287-HAHVK,763630616,One Year,No,Electronic check,Male,0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,6,Yes,No
1648-GCOYT,761926681,Month-to-Month,Yes,Electronic check,Male,0,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,3,Yes,Yes
3115-KCEUT,761631771,Month-to-Month,Yes,Mailed check,Female,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,11,Yes,No
5696-TNOWS,760812581,Two Year,Yes,Electronic check,Male,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,36,No,No phone service
1107-UUWKB,769692710,One Year,No,Mailed check,Female,0,No,Yes,DSL,No,No,Yes,No,Yes,No,22,No,No phone service
6385-RVDXL,763761706,Two Year,Yes,Bank transfer (automatic),Male,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,53,No,No phone service
9328-TWLXR,763368491,One Year,No,Mailed check,Female,0,No,Yes,DSL,Yes,No,Yes,No,No,Yes,33,No,No phone service
5931-YGNGI,766514219,Two Year,No,Electronic check,Female,0,No,Yes,DSL,No,Yes,No,No,No,Yes,5,No,No phone service
5822-NVXLQ,766579757,Month-to-Month,No,Credit card (automatic),Female,0,No,No,Fiber Optic,No,Yes,No,No,Yes,No,13,No,No phone service
8624-RPTMS,767988780,Month-to-Month,No,Credit card (automatic),Male,0,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,9,Yes,No
5348-SBYUU,764154928,One Year,No,Electronic check,Female,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,5,Yes,Yes
4596-OQKTJ,767398961,Month-to-Month,No,Credit card (automatic),Female,0,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,57,Yes,No
2896-EHMEG,764220466,Month-to-Month,No,Mailed check,Male,0,No,No,DSL,Yes,Yes,No,Yes,Yes,No,50,Yes,No
9244-NLMMQ,768414771,One Year,No,Credit card (automatic),Male,0,Yes,Yes,DSL,Yes,No,Yes,No,No,No,38,Yes,Yes
3530-THXBN,764974138,One Year,Yes,Credit card (automatic),Female,0,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,12,No,No phone service
8353-AKHIP,768644155,One Year,No,Mailed check,Female,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,11,No,No phone service
1624-KDYNP,769987647,Month-to-Month,No,Credit card (automatic),Female,0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,66,No,No phone service
0238-ICKDF,763368511,One Year,Yes,Bank transfer (automatic),Female,0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,52,Yes,No
7462-KUVXC,769922116,Two Year,No,Bank transfer (automatic),Female,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,65,Yes,No
9408-GXHMY,767398984,One Year,No,Electronic check,Male,0,No,No,DSL,Yes,Yes,No,No,Yes,Yes,15,Yes,No
5163-ANQOW,768742489,Month-to-Month,Yes,Mailed check,Female,0,No,No,DSL,No,No,No,Yes,No,Yes,26,Yes,Yes
9712-LRVIQ,763728985,Two Year,No,Credit card (automatic),Female,0,Yes,Yes,DSL,No,Yes,No,No,No,No,61,Yes,No
4982-FVJHO,764056677,One Year,Yes,Electronic check,Male,0,Yes,No,DSL,No,No,No,Yes,Yes,No,23,No,No phone service
2430-ATKSK,760288361,One Year,No,Electronic check,Female,0,No,No,DSL,Yes,No,Yes,Yes,No,No,53,No,No phone service
2056-JDQAK,766317675,Month-to-Month,No,Bank transfer (automatic),Male,0,No,No,DSL,Yes,Yes,No,Yes,No,No,21,Yes,Yes
8368-TCAFE,765695088,Two Year,No,Bank transfer (automatic),Male,0,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,37,Yes,Yes
9280-FIWWK,766612598,One Year,No,Bank transfer (automatic),Male,0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,46,No,No phone service
4301-TVAGM,768480376,Month-to-Month,No,Electronic check,Female,0,Yes,No,Fiber Optic,No,No,No,Yes,Yes,Yes,32,No,No phone service
3774-YHWNZ,768971898,Month-to-Month,No,Electronic check,Male,0,No,No,DSL,Yes,Yes,Yes,Yes,No,No,54,Yes,No
7545-STAYP,767628411,Two Year,No,Electronic check,Male,0,No,No,DSL,No,Yes,No,Yes,No,Yes,6,No,No phone service
9883-KFEMA,765039751,Month-to-Month,Yes,Bank transfer (automatic),Male,0,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,20,No,No phone service
7309-SEQZB,765858954,Month-to-Month,Yes,Bank transfer (automatic),Female,0,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,29,No,No phone service
0501-RJAQV,767661195,Two Year,Yes,Credit card (automatic),Male,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,16,No,No phone service
6108-ZAOKU,767005844,One Year,No,Credit card (automatic),Male,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,66,No,No phone service
9468-HZBCL,768677014,One Year,No,Bank transfer (automatic),Female,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,36,Yes,No
9383-URGUF,768251031,Two Year,No,Credit card (automatic),Male,0,Yes,No,DSL,No,No,Yes,Yes,Yes,No,7,Yes,No
4948-HEBCA,769660062,One Year,No,Electronic check,Female,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,30,No,No phone service
1144-GEDVQ,764548256,Two Year,No,Bank transfer (automatic),Female,0,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,16,No,No phone service
9554-ZTRPH,764318884,Two Year,No,Mailed check,Male,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,11,Yes,Yes
1277-BSSWL,767169701,One Year,Yes,Mailed check,Female,0,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,45,Yes,Yes
2489-UPZBL,768513199,One Year,No,Bank transfer (automatic),Female,0,No,No,DSL,Yes,No,Yes,Yes,No,Yes,33,No,No phone service
7079-SYTAH,765662384,Two Year,No,Bank transfer (automatic),Female,0,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,57,Yes,Yes
9419-EBNAP,765039794,Two Year,No,Bank transfer (automatic),Male,0,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,39,No,No phone service
2854-XKKZA,768185525,One Year,No,Electronic check,Female,0,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,71,No,No phone service
5238-OBLYH,768414906,One Year,Yes,Mailed check,Male,0,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,31,Yes,No
2562-YTNAS,764187835,Month-to-Month,No,Bank transfer (automatic),Male,0,Yes,Yes,DSL,No,No,Yes,No,No,Yes,43,Yes,No
9722-UYAFV,769692862,One Year,No,Credit card (automatic),Female,0,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,63,Yes,Yes
4256-CMQQJ,767202496,Two Year,Yes,Bank transfer (automatic),Male,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,56,Yes,Yes
8499-LANQI,760550593,Two Year,Yes,Mailed check,Male,0,Yes,No,Fiber Optic,No,Yes,Yes,Yes,No,No,58,Yes,No
4207-FQGQA,765498560,Two Year,No,Credit card (automatic),Female,0,Yes,No,DSL,Yes,No,Yes,Yes,No,No,3,No,No phone service
8858-OKFJF,765334723,One Year,No,Bank transfer (automatic),Female,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,47,No,No phone service
8895-TKVRU,766874820,One Year,No,Bank transfer (automatic),Female,0,No,No,DSL,No,No,No,Yes,Yes,No,69,Yes,Yes
6161-ZFCEH,761402567,Two Year,Yes,Bank transfer (automatic),Female,0,No,Yes,DSL,No,Yes,Yes,Yes,No,No,27,No,No phone service
0415-QCDQI,761042123,Two Year,No,Electronic check,Female,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,44,Yes,No
5307-CKTJI,765334748,One Year,Yes,Electronic check,Female,0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,47,No,No phone service
5250-FNWWE,767628516,One Year,Yes,Electronic check,Female,0,Yes,No,DSL,No,Yes,No,No,Yes,Yes,56,No,No phone service
3606-ASJND,766416103,Month-to-Month,No,Bank transfer (automatic),Female,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,11,Yes,Yes
1896-JGMLD,769955056,Two Year,No,Bank transfer (automatic),Female,0,Yes,Yes,DSL,Yes,No,Yes,No,No,No,71,Yes,Yes
6824-SSKPR,768611574,One Year,No,Mailed check,Male,0,No,Yes,DSL,No,No,No,No,No,No,47,Yes,Yes
4187-UIKYN,761861367,Month-to-Month,No,Bank transfer (automatic),Male,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,58,Yes,Yes
6069-SUEEC,767104253,Month-to-Month,No,Mailed check,Male,0,Yes,No,Fiber Optic,No,Yes,No,No,Yes,Yes,2,No,No phone service
9351-IDMBH,763270401,One Year,No,Bank transfer (automatic),Female,0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,69,Yes,No
9999-VTKPE,767759620,Month-to-Month,Yes,Bank transfer (automatic),Male,0,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,9,No,No phone service
0763-TJPST,768251146,Month-to-Month,Yes,Electronic check,Male,0,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,18,No,No phone service
9549-QTXPR,764908813,Two Year,Yes,Mailed check,Female,0,Yes,Yes,DSL,No,No,No,No,Yes,Yes,38,No,No phone service
6148-ZIQNG,768152846,Month-to-Month,Yes,Electronic check,Female,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,38,No,No phone service
7026-JNVLY,767431951,One Year,Yes,Mailed check,Female,0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,51,Yes,No
6371-CKFDZ,761435418,Two Year,Yes,Mailed check,Female,0,Yes,No,Fiber Optic,No,Yes,No,Yes,No,No,3,No,No phone service
3118-EZINA,768218396,Two Year,No,Credit card (automatic),Male,0,No,No,DSL,Yes,Yes,No,No,No,Yes,64,No,No phone service
2353-RWPTY,768316702,One Year,Yes,Electronic check,Male,0,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,43,Yes,No
1656-QHNCV,766940452,One Year,Yes,Credit card (automatic),Male,0,No,No,DSL,No,Yes,No,No,No,Yes,67,No,No phone service
1208-MYNGC,768415013,Two Year,No,Credit card (automatic),Male,0,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,30,Yes,No
9232-GPQTC,762680622,Month-to-Month,Yes,Bank transfer (automatic),Female,0,No,Yes,DSL,No,Yes,Yes,Yes,No,Yes,62,No,No phone service
6801-CMLFH,761337135,Two Year,No,Credit card (automatic),Male,0,No,No,DSL,Yes,No,No,Yes,Yes,Yes,6,No,No phone service
4613-OLINH,761861431,One Year,Yes,Mailed check,Female,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,67,No,No phone service
2574-MJUID,767694138,Two Year,Yes,Bank transfer (automatic),Male,0,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,64,No,No phone service
2166-FVBIJ,766973242,One Year,No,Electronic check,Male,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,39,No,No phone service
4735-GDLUY,764253506,One Year,No,Electronic check,Male,0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,60,No,No phone service
1170-JOGUT,763073858,Month-to-Month,Yes,Credit card (automatic),Female,0,No,No,DSL,No,No,No,No,No,No,12,No,No phone service
3428-YDYUL,767464772,Month-to-Month,Yes,Electronic check,Male,0,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,59,No,No phone service
7709-PTOVP,761566544,Month-to-Month,No,Electronic check,Female,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,40,Yes,Yes
0029-XGUKD,768447825,One Year,Yes,Mailed check,Female,0,Yes,No,Fiber Optic,No,Yes,Yes,No,No,Yes,9,Yes,No
7064-GFZRY,765597011,One Year,No,Electronic check,Female,0,No,Yes,DSL,No,No,No,No,Yes,Yes,22,Yes,No
7671-BWTIX,763827541,Two Year,Yes,Bank transfer (automatic),Male,0,No,Yes,DSL,No,No,No,No,Yes,No,26,No,No phone service
6684-DQTDC,760124758,One Year,Yes,Mailed check,Female,0,No,No,DSL,No,Yes,No,No,Yes,No,18,Yes,No
9641-PVFUN,765203799,Month-to-Month,Yes,Mailed check,Male,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,67,No,No phone service
9923-OJGRD,768349528,One Year,Yes,Mailed check,Male,0,No,No,DSL,Yes,Yes,No,Yes,No,Yes,28,No,No phone service
4431-RSDFK,763893078,Two Year,No,Credit card (automatic),Male,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,72,No,No phone service
6754-QNWTN,763991389,Month-to-Month,No,Electronic check,Male,0,No,Yes,DSL,No,Yes,No,No,Yes,No,38,No,No phone service
5887-GTHAS,762647905,Month-to-Month,Yes,Credit card (automatic),Male,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,47,No,No phone service
6249-PHWNU,769201506,One Year,No,Mailed check,Female,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,62,Yes,Yes
5597-JVBGM,763598181,One Year,No,Mailed check,Female,0,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,17,Yes,No
2878-UCLZG,760026469,One Year,No,Credit card (automatic),Male,0,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,38,No,No phone service
7671-FZZNY,767595878,One Year,No,Mailed check,Male,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,60,Yes,No
3575-OGMBA,764515692,One Year,Yes,Credit card (automatic),Female,0,Yes,No,Fiber Optic,No,No,No,Yes,Yes,No,51,Yes,Yes
3247-YHLRH,767759733,One Year,No,Bank transfer (automatic),Female,0,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,44,No,No phone service
7956-QBGIP,760059257,Two Year,Yes,Credit card (automatic),Male,0,No,Yes,DSL,No,Yes,No,No,Yes,No,29,No,No phone service
8803-ZNRIU,767726974,Two Year,Yes,Electronic check,Female,0,No,Yes,DSL,No,No,No,Yes,Yes,Yes,26,Yes,Yes
0123-KMVWI,768808319,Two Year,Yes,Electronic check,Male,0,No,No,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,24,No,No phone service
6207-OUIRH,767333769,Two Year,No,Electronic check,Male,0,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,21,Yes,No
9463-JMTBM,768546188,One Year,Yes,Electronic check,Male,0,Yes,Yes,Fiber Optic,No,No,No,No,No,No,53,No,No phone service
6782-QAACI,766678413,Month-to-Month,No,Electronic check,Male,0,Yes,No,DSL,No,Yes,No,No,No,No,45,Yes,No
9204-CWYVK,768152979,One Year,Yes,Bank transfer (automatic),Male,0,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,19,Yes,Yes
8404-RAXSP,762287511,Two Year,Yes,Electronic check,Male,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,16,Yes,Yes
5137-RDQGT,769234332,Two Year,No,Electronic check,Female,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21,No,No phone service
3455-DLYXY,767071644,Two Year,Yes,Bank transfer (automatic),Female,0,No,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,61,Yes,Yes
2472-HYHVR,763270558,Two Year,Yes,Mailed check,Male,0,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,14,Yes,Yes
6104-FIBHQ,763893155,One Year,No,Electronic check,Female,0,No,No,DSL,No,No,Yes,Yes,No,No,36,No,No phone service
6133-SZOLU,764712361,Month-to-Month,No,Mailed check,Male,0,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,70,Yes,Yes
9893-TBQFJ,767366575,Two Year,No,Mailed check,Male,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,58,No,No phone service
5714-GCCIZ,766678454,One Year,No,Bank transfer (automatic),Male,0,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,11,Yes,No
9435-AACAS,768054716,Month-to-Month,No,Credit card (automatic),Male,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,27,No,No phone service
8994-DBOBB,768742853,One Year,No,Mailed check,Female,0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,8,Yes,Yes
